refshort,reference,country,climate,continent,sphere_fragment,sphere_matrix,biome,taxa,time_since_fragmentation,matrix_category,latitudeN,longitudeE,sampling_design,sampling_method,method_category,sampling_device_size,device_size_unit,intensity,intensity_unit,block_type,number_of_blocks_per_site,sampling_density,density_unit,sampling_duration,duration_unit,sampling_effort,sampling_effort_unit,sampling_note
Lima_1999_a,"de Lima, M.G. & Gascon, C., 1999. The conservation of linear forest remnants in central Amazonia. Biological conservation, 91, pp.241-247.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Amphibia & Squamata,Recent (less than 20 years),intermediate,-2.147458,-59.879216,standardized_subsamples,visual search,plot,NA,NA,25,m2 plots,transect,1,20,plots per transect,NA,NA,1,balanced,"At each site, a 375 m-long transect was used to sample litter frogs using 20 evenly spaced 5 * 5 m litter plots.  Each remnant paired with an adjacent part of the continuous forest."
Lima_1999_b,"de Lima, M.G. & Gascon, C., 1999. The conservation of linear forest remnants in central Amazonia. Biological conservation, 91, pp.241-247.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Mammalia,Recent (less than 20 years),intermediate,-2.147458,-59.879216,standardized_subsamples,trap,live traps,NA,NA,30,traps per transect per season,transect,5,25,m apart,16,nights,1,balanced,"Five transects parallel to the stream were established in each remnant and in the adjoining continuous forests.  2 seasons and 2 types of trapping stations alterned every 25m as 1 large Tomahawk and a Sherman live traps, or 1 small Tomahawk live trap."
Lima_2015,"Lima, J., Galatti, U., Lima, C., Faveri, S., Vasconcelos, H., Neckel-Oliveira, S., 2015. Amphibians on Amazonian Land-Bridge Islands are Affected More by Area Than Isolation. Biotropica, 47, pp.369-376",Brazil,Tropical,South America,terrestrial,aquatic,forest,Amphibia & Squamata,Recent (less than 20 years),harsh filter,-4.033333,-49.083333,standardized_fragment,combined methods,visual search along transects and drifiting traps,60,liters,4,traps per plot per expedition,plot,1 to 2,One 600*200,m long visual sampling transect,5,surveys of 6 consecutive days of trapping and 15 consecutive days of visual search each,1,balanced,"Combined methods.  One 600 * 20 m plot on each island.  All habitats visually surveyed, supplemented with four 60 liters pitfall buckets and drift fencing."
Lion_2014,"Lion, M.B., Garda, A.A. & Fonseca, C.R., 2014. Split distance: A key landscape metric shaping amphibian populations and communities in forest fragments. Diversity and Distributions, 20(11), pp.1245-1257.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Amphibia & Squamata,long (100+ years),intermediate,-24.368915,-48.680457,standardized_fragment,trap,pitfall traps,40,cm diameter,3,traps per array per survey,array,3,6,m apart,3,surveys of 7 days,1,balanced,Three pitfall trap arrays in each fragment.  Each array with three 60 liters buckets and 36 m drift fence.  Seven sampling days per month for 3 months (21 sampling days per fragment).
Lion_2016,"Lion, M.B., Garda, A.A., Santana, D.J. and Fonseca, C.R., 2016. The conservation value of small fragments for Atlantic forest reptiles.  Biotropica,  48(2), pp.265-275.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-6.279371,-35.118256,standardized_fragment,trap,pitfall traps,40,cm diameter,3,traps per array per survey,array,3,6,m apart,3,surveys of 7 days,1,balanced,"Drift fence and pitfall trap arrays (3 traps per array).  Sampled May-July 2011, totaling 21 sampling days per fragment."
Lovei_2000,"Lövei, G.L., 2000. Ground Beetles (Coleoptera, Carabidae) in Forest Fragments of the Manuwatu, New Zealand: Collapsed Assemblages? Journal of Insect Conservation, 1225, pp.41-42.",New Zealand,Temperate,Oceania,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-40.383333,175.633333,pooled,trap,pitfall traps,10,cm diameter,NA,NA,NA,NA,5 to 15,traps per fragment,1,year,262,number of trap weeks,Variable numbers and times of pitfall traps placed in each site.
Lovei_2000,"Lövei, G.L., 2000. Ground Beetles (Coleoptera, Carabidae) in Forest Fragments of the Manuwatu, New Zealand: Collapsed Assemblages? Journal of Insect Conservation, 1225, pp.41-42.",New Zealand,Temperate,Oceania,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-40.383333,175.633333,pooled,trap,pitfall traps,10,cm diameter,NA,NA,NA,NA,5 to 15,traps per fragment,1,year,516,number of trap weeks,Variable numbers and times of pitfall traps placed in each site.
Lovei_2000,"Lövei, G.L., 2000. Ground Beetles (Coleoptera, Carabidae) in Forest Fragments of the Manuwatu, New Zealand: Collapsed Assemblages? Journal of Insect Conservation, 1225, pp.41-42.",New Zealand,Temperate,Oceania,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,-40.383333,175.633333,pooled,trap,pitfall traps,10,cm diameter,NA,NA,NA,NA,5 to 15,traps per fragment,1,year,765,number of trap weeks,Variable numbers and times of pitfall traps placed in each site.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,1320,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,890,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,450,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,440,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,430,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,1290,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
MacNally_2001,"Mac Nally, R. & Brown, G., 2001. Reptiles and habitat fragmentation in the box-ironbark forests of central Victoria, Australia: predictions, compositional change and faunal nestedness. Oecologia, 128, pp.128-116.",Australia,Temperate,Oceania,terrestrial,terrestrial,forest,Amphibia & Squamata,Intermediate (20-100 years),intermediate,-36.51,143.18,pooled,combined methods,pitfall traps,20,liters,10,traps per transect,transect,1 to 3,10,m apart,50,days split in 6 expeditions,860,number of trap nights,Only data from pitfall traps and visual surveys (intensive) in central Dunolly forest block were used (too few individuals or species observed in transects per fragment at other sites).  Ten pitfall traps set in each fragment and opened for given periods of time across the sample period.  Samples taken during 1995-1997.  Second method was 2 active searches of one 10 m * 25 m per fragment per summer for 2 summers.
Manu_2007,"Manu S., Peach W., & Cresswell W., 2007. The effects of edge, fragment size and degree of isolation on avian species richness in highly fragmented forest in West Africa. Ibis, 149, pp.287-297.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,7.118696,2.99054,pooled,bird survey,transect,NA,NA,400 to 1600,m long transect per visit,transect,1 to 5,NA,NA,2,surveys per fragment at least,1200,Total m of transect per site,Forest fragments were surveyed in southwestern Nigeria between January 2000 and March 2002.  Transects were walked and birds counted and identified in 200 m segments.  Some sites had more than 1 transect.
Manu_2007,"Manu S., Peach W., & Cresswell W., 2007. The effects of edge, fragment size and degree of isolation on avian species richness in highly fragmented forest in West Africa. Ibis, 149, pp.287-297.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,7.118696,2.99054,pooled,bird survey,transect,NA,NA,400 to 1600,m long transect per visit,transect,1 to 5,NA,NA,2,surveys per fragment at least,1800,Total m of transect per site,Forest fragments were surveyed in southwestern Nigeria between January 2000 and March 2002.  Transects were walked and birds counted and identified in 200 m segments.  Some sites had more than 1 transect.
Manu_2007,"Manu S., Peach W., & Cresswell W., 2007. The effects of edge, fragment size and degree of isolation on avian species richness in highly fragmented forest in West Africa. Ibis, 149, pp.287-297.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,7.118696,2.99054,pooled,bird survey,transect,NA,NA,400 to 1600,m long transect per visit,transect,1 to 5,NA,NA,2,surveys per fragment at least,600,Total m of transect per site,Forest fragments were surveyed in southwestern Nigeria between January 2000 and March 2002.  Transects were walked and birds counted and identified in 200 m segments.  Some sites had more than 1 transect.
Manu_2007,"Manu S., Peach W., & Cresswell W., 2007. The effects of edge, fragment size and degree of isolation on avian species richness in highly fragmented forest in West Africa. Ibis, 149, pp.287-297.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,7.118696,2.99054,pooled,bird survey,transect,NA,NA,400 to 1600,m long transect per visit,transect,1 to 5,NA,NA,2,surveys per fragment at least,400,Total m of transect per site,Forest fragments were surveyed in southwestern Nigeria between January 2000 and March 2002.  Transects were walked and birds counted and identified in 200 m segments.  Some sites had more than 1 transect.
Manu_2007,"Manu S., Peach W., & Cresswell W., 2007. The effects of edge, fragment size and degree of isolation on avian species richness in highly fragmented forest in West Africa. Ibis, 149, pp.287-297.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,7.118696,2.99054,pooled,bird survey,transect,NA,NA,400 to 1600,m long transect per visit,transect,1 to 5,NA,NA,2,surveys per fragment at least,1000,Total m of transect per site,Forest fragments were surveyed in southwestern Nigeria between January 2000 and March 2002.  Transects were walked and birds counted and identified in 200 m segments.  Some sites had more than 1 transect.
